RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JC460162,,10/4/2019 17:05,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/4/2019 17:08,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,1431,N,WESTERN AVE,1424,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,2,0,17,6,10,41.90760945,-87.68700187,POINT (-87.687001873085 41.907609446035)
JC460165,,10/4/2019 17:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",10/4/2019 18:00,UNABLE TO DETERMINE,NOT APPLICABLE,2001,N,HALSTED ST,1812,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,6,10,41.91827386,-87.64836582,POINT (-87.648365815685 41.91827386142)
JC460146,,10/4/2019 17:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",10/4/2019 17:10,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2899,W,MADISON ST,1124,,,,,,,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,17,6,10,41.88094236,-87.69867488,POINT (-87.698674883295 41.880942354959)
JC460145,,10/4/2019 17:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",10/4/2019 17:13,UNABLE TO DETERMINE,NOT APPLICABLE,11858,S,MARSHFIELD AVE,2234,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,6,10,41.67760314,-87.66261837,POINT (-87.66261837386 41.677603141088)
JC460141,,10/4/2019 17:00,25,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/4/2019 17:07,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,4530,W,PETERSON AVE,1711,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,6,10,41.99008234,-87.74194895,POINT (-87.741948945034 41.990082336172)
JC459160,,10/4/2019 16:51,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/4/2019 17:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1100,E,HYDE PARK BLVD,222,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,6,10,41.80244956,-87.59909042,POINT (-87.599090416668 41.802449563154)
JC460136,,10/4/2019 16:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/4/2019 17:30,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5440,S,MENARD AVE,811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,10,41.79376841,-87.76736572,POINT (-87.767365719205 41.793768410029)
JC460069,,10/4/2019 16:43,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,Y-INTERSECTION,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",10/4/2019 16:44,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,11052,S,LONGWOOD DR,2212,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,10,41.69287111,-87.67167043,POINT (-87.67167043255 41.692871104689)
JC460160,,10/4/2019 16:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/4/2019 18:01,UNABLE TO DETERMINE,NOT APPLICABLE,1111,E,87TH ST,412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,10,41.73664716,-87.59709715,POINT (-87.597097150458 41.736647163669)
JC460156,,10/4/2019 16:30,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAWN,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",10/4/2019 16:32,UNABLE TO DETERMINE,NOT APPLICABLE,300,S,KILPATRICK AVE,1131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,10,41.87682767,-87.74284297,POINT (-87.742842966843 41.876827664712)
JC460114,,10/4/2019 16:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",10/4/2019 16:40,FOLLOWING TOO CLOSELY,NOT APPLICABLE,3201,N,LAKE SHORE DR,1925,,,,,,,2,INCAPACITATING INJURY,2,0,1,0,1,2,0,16,6,10,41.94107221,-87.63917227,POINT (-87.639172267489 41.941072209335)
JC460051,,10/4/2019 16:20,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",10/4/2019 16:24,IMPROPER BACKING,NOT APPLICABLE,5899,S,OAKLEY AVE,824,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,10,41.7866295,-87.680958,POINT (-87.680957997305 41.786629501586)
JC460106,,10/4/2019 16:19,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",10/4/2019 17:15,IMPROPER BACKING,FAILING TO REDUCE SPEED TO AVOID CRASH,2348,W,ARGYLE ST,2031,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,10,41.97236749,-87.68855359,POINT (-87.688553593523 41.972367487576)
JC460083,,10/4/2019 16:15,20,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",10/4/2019 17:00,IMPROPER LANE USAGE,UNABLE TO DETERMINE,7061,N,DAMEN AVE,2424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,6,10,42.01070568,-87.68005668,POINT (-87.680056679693 42.010705674913)
JC460081,Y,10/4/2019 16:05,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/4/2019 16:49,IMPROPER OVERTAKING/PASSING,FOLLOWING TOO CLOSELY,3503,W,51ST ST,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,10,41.80060385,-87.71130311,POINT (-87.711303106324 41.80060384806)
JC460362,,10/4/2019 16:00,30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,10/4/2019 21:15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1618,N,WOOD ST,1434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,6,10,41.91115915,-87.67273888,POINT (-87.672738879664 41.911159148594)
JC460089,,10/4/2019 16:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/4/2019 17:00,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,5624,S,WESTERN AVE,824,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,10,41.79165857,-87.68412718,POINT (-87.684127175414 41.791658572174)
JC460067,,10/4/2019 16:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",10/4/2019 16:40,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DISTRACTION - FROM INSIDE VEHICLE,9612,S,HALSTED ST,2223,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,6,10,41.7189321,-87.64329112,POINT (-87.643291120532 41.718932099527)
JC460045,,10/4/2019 16:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",10/4/2019 16:30,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,33,W,SUPERIOR ST,1832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,10,41.89554992,-87.62958829,POINT (-87.629588293475 41.89554992303)
JC460031,,10/4/2019 16:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,10/4/2019 16:15,UNABLE TO DETERMINE,NOT APPLICABLE,20,E,DELAWARE PL,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,10,41.89926447,-87.6273796,POINT (-87.627379598429 41.899264471176)
JC460112,,10/4/2019 15:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,CURVE ON HILLCREST,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",10/4/2019 15:45,UNABLE TO DETERMINE,NOT APPLICABLE,111,W,WACKER DR,122,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,6,10,41.88670692,-87.63135247,POINT (-87.631352470963 41.886706918965)
JC460003,,10/4/2019 15:37,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/4/2019 15:40,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,2423,W,ROSCOE ST,1921,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,6,10,41.94298,-87.68908421,POINT (-87.689084207778 41.94298000219)
JC459993,,10/4/2019 15:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/4/2019 15:34,UNABLE TO DETERMINE,NOT APPLICABLE,3501,W,GRAND AVE,1121,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,15,6,10,41.90094901,-87.71360095,POINT (-87.713600949014 41.900949006523)
JC460164,,10/4/2019 15:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/4/2019 18:04,UNABLE TO DETERMINE,NOT APPLICABLE,4059,W,48TH ST,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,6,10,41.80590087,-87.72591437,POINT (-87.725914365065 41.805900866467)
JC460054,,10/4/2019 15:15,30,OTHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,10/4/2019 16:24,FOLLOWING TOO CLOSELY,ROAD CONSTRUCTION/MAINTENANCE,758,N,DEARBORN ST,1832,,,,Y,CONSTRUCTION,Y,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,15,6,10,41.89660432,-87.62992077,POINT (-87.629920768865 41.89660432055)
JC459981,,10/4/2019 15:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/4/2019 15:35,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,7141,S,CICERO AVE,833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,6,0,15,6,10,41.76285668,-87.74171661,POINT (-87.741716613205 41.762856680071)
JC459960,,10/4/2019 15:14,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/4/2019 15:15,CELL PHONE USE OTHER THAN TEXTING,FOLLOWING TOO CLOSELY,5800,S,ASHLAND AVE,715,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,6,10,41.78852386,-87.664587,POINT (-87.664587002828 41.788523860512)
JC460025,,10/4/2019 15:11,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",10/4/2019 15:11,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),FAILING TO REDUCE SPEED TO AVOID CRASH,1808,N,SHEFFIELD AVE,1811,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,6,10,41.9140655,-87.65337235,POINT (-87.653372354468 41.914065500865)
JC459945,,10/4/2019 15:03,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,RAMP,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,"OVER $1,500",10/4/2019 15:06,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3906,S,LAKE SHORE DR SB,212,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,6,10,41.8256811,-87.60084759,POINT (-87.600847588921 41.825681095785)
JC459952,,10/4/2019 15:00,30,OTHER REG. SIGN,OTHER,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/4/2019 16:00,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,4080,N,BROADWAY,1915,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,6,10,41.9565642,-87.65198726,POINT (-87.651987259839 41.956564203139)
JC460203,,10/4/2019 14:55,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",10/4/2019 18:20,IMPROPER LANE USAGE,UNABLE TO DETERMINE,3251,W,ADDISON ST,1733,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,6,10,41.94649438,-87.70985672,POINT (-87.709856716176 41.946494379559)
JC460010,,10/4/2019 14:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/4/2019 16:00,IMPROPER LANE USAGE,IMPROPER LANE USAGE,5432,S,WESTERN AVE,923,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,10,41.7942352,-87.68419656,POINT (-87.684196559393 41.794235197448)
JC460034,,10/4/2019 14:42,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/4/2019 14:42,FOLLOWING TOO CLOSELY,NOT APPLICABLE,500,S,KOSTNER AVE,1131,,,,,,,2,"REPORTED, NOT EVIDENT",3,0,0,0,3,0,0,14,6,10,41.87421106,-87.73538709,POINT (-87.735387089165 41.874211054858)
JC460011,,10/4/2019 14:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/4/2019 16:00,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,800,S,CANAL ST,124,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,10,41.87199033,-87.63949791,POINT (-87.639497909466 41.871990329406)
JC459979,,10/4/2019 14:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",10/4/2019 15:40,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1359,E,53RD ST,234,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,10,41.79938721,-87.59283174,POINT (-87.592831735219 41.799387210318)
JC459978,,10/4/2019 14:30,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",10/4/2019 15:35,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1340,S,CANAL ST,124,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,10,41.86452119,-87.6393041,POINT (-87.639304099636 41.864521193744)
JC459941,,10/4/2019 14:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/4/2019 15:20,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,8700,S,PRAIRIE AVE,632,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,10,41.73637611,-87.61790304,POINT (-87.617903043015 41.736376109464)
JC460079,,10/4/2019 14:20,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/4/2019 17:04,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2632,W,LAWRENCE AVE,2031,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,10,41.96867023,-87.69516275,POINT (-87.695162747502 41.968670225899)
JC459928,,10/4/2019 14:05,20,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,10/4/2019 15:00,UNABLE TO DETERMINE,NOT APPLICABLE,140,N,ASHLAND AVE,1224,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,6,10,41.8845142,-87.66704209,POINT (-87.667042094157 41.884514197004)
JC460035,,10/4/2019 14:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/4/2019 14:40,UNABLE TO DETERMINE,UNABLE TO DETERMINE,51,N,DEARBORN ST,112,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,10,41.88317978,-87.6292899,POINT (-87.629289894662 41.883179778734)
JC459880,,10/4/2019 13:49,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,Y-INTERSECTION,,STRAIGHT ON GRADE,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",10/4/2019 14:10,IMPROPER LANE USAGE,FOLLOWING TOO CLOSELY,5777,N,RIDGE AVE,2013,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,13,6,10,41.98706118,-87.66544833,POINT (-87.665448326427 41.987061183467)
JC459918,,10/4/2019 13:42,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",10/4/2019 14:30,DISREGARDING STOP SIGN,NOT APPLICABLE,2800,W,SEIPP ST,835,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,13,6,10,41.73785541,-87.69238457,POINT (-87.692384565006 41.737855413565)
JC459867,,10/4/2019 13:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/4/2019 14:10,IMPROPER LANE USAGE,NOT APPLICABLE,400,W,GRAND AVE,1831,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,13,6,10,41.89163298,-87.63868695,POINT (-87.638686950674 41.891632979994)
JC459858,,10/4/2019 13:35,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,10/4/2019 14:10,UNABLE TO DETERMINE,NOT APPLICABLE,800,W,19TH ST,1235,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,13,6,10,41.85684231,-87.64662763,POINT (-87.646627628037 41.856842305845)
JC459836,,10/4/2019 13:33,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/4/2019 13:35,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,3801,N,PULASKI RD,1732,,,,,,,3,NONINCAPACITATING INJURY,2,0,0,1,1,1,0,13,6,10,41.9500784,-87.72736252,POINT (-87.727362518716 41.95007839604)
JC460159,,10/4/2019 13:30,30,NO CONTROLS,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/4/2019 18:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1532,W,95TH ST,2221,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,6,10,41.72133996,-87.66152761,POINT (-87.661527604939 41.721339961534)
